Day ,Date ,Infected ,Exposed ,Severe  Infected ,Quarantined ,Immunized ,Susceptible ,Dead ,Isolated ,Initial  Exposed ,Susceptible  to  Exposed  transition  constant ,Daily  Quarantine  rate  of  the  Exposed ,Daily  Infected  to  Severe  Infected  transition  rate ,Hospital  Capacity ,Severe  Infected  to  Dead  transition  probability ,Severe  Infected  to  Dead  transition  probability  (Hospital  Cap.  Exceeded) ,Infected  to  Recovery  Immunized  transition  probability ,Disease  transmission  rate  of  Exposed  compared  to  Infected ,Disease  transmission  rate  of  Quarantined  compared  to  Infected ,Disease  transmission  rate  of  Severe  Infected  compared  to  Infected ,Incubation  period  (Days) ,Infection    period  (Days) ,Leakage  ratio ,Traffic  ratio ,Airway ,Railway ,Highway
30,2020-03-30,27.0,27.0,0.0,2.0,0.0,738561.0,0.0,4.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
31,2020-03-31,31.0,24.0,0.0,2.0,1.0,738559.0,0.0,4.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
32,2020-04-01,33.0,24.0,0.0,1.0,2.0,738556.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
33,2020-04-02,37.0,24.0,0.0,1.0,2.0,738552.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
34,2020-04-03,38.0,23.0,0.0,1.0,3.0,738551.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
35,2020-04-04,47.0,15.0,0.0,1.0,3.0,738550.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
36,2020-04-05,50.0,15.0,0.0,0.0,3.0,738547.0,0.0,6.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
37,2020-04-06,51.0,19.0,0.0,0.0,3.0,738542.0,0.0,6.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
38,2020-04-07,54.0,21.0,0.0,0.0,3.0,738537.0,0.0,6.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
39,2020-04-08,55.0,26.0,0.0,0.0,3.0,738531.0,0.0,6.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
40,2020-04-09,59.0,28.0,0.0,0.0,3.0,738525.0,0.0,6.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
41,2020-04-10,60.0,30.0,0.0,0.0,5.0,738521.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
42,2020-04-11,59.0,32.0,0.0,1.0,7.0,738517.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
43,2020-04-12,60.0,32.0,0.0,1.0,10.0,738513.0,0.0,5.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
44,2020-04-13,65.0,30.0,1.0,1.0,12.0,738508.0,0.0,4.0,0.0,7.0,2.0,1.25,895.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
